timestamp,sensor_temp_main,sensor_temp_backup,setpoint,heater_power_pct,electrical_current,electrical_voltage,aluminum_level_pct,ambient_temp,energy_consumption_kwh,lid_open_pct,production_draw_rate
2026-05-01 01:03:00,688.594,687.698,700.271,59.358,67.36,445.051,82.505,19.157,0.85946,1.672,0.0
2026-05-01 01:04:00,688.484,687.59,700.276,59.464,65.854,444.035,82.553,18.72,0.83137,2.151,0.0
2026-05-01 01:05:00,688.342,687.473,700.28,59.879,69.053,441.936,82.567,19.058,0.87529,2.817,0.0
2026-05-01 01:06:00,688.266,687.371,700.284,61.983,70.796,440.726,82.518,19.309,0.87497,3.124,0.0
2026-05-01 01:07:00,688.165,687.261,700.288,60.888,70.085,442.065,82.523,19.136,0.92122,0.645,0.0
2026-05-01 01:08:00,688.044,687.161,700.292,60.273,69.274,442.07,82.548,19.369,0.89057,1.964,0.0
2026-05-01 01:09:00,687.92,687.041,700.297,59.784,67.192,442.535,82.561,18.843,0.8472,2.157,0.0
2026-05-01 01:10:00,687.821,686.942,700.301,61.039,70.6,442.166,82.58,18.788,0.91104,2.244,0.0
2026-05-01 01:11:00,687.728,686.839,700.305,61.264,68.815,443.694,82.538,19.02,0.86642,1.091,0.0
2026-05-01 01:12:00,687.62,686.731,700.309,61.074,71.252,441.545,82.592,19.27,0.91419,3.604,0.0
2026-05-01 01:13:00,687.501,686.615,700.313,62.609,71.191,444.001,82.584,19.262,0.88726,3.355,0.0
2026-05-01 01:14:00,687.4,686.511,700.317,62.099,69.744,443.657,82.655,19.688,0.87964,1.766,0.0
2026-05-01 01:15:00,687.289,686.402,700.321,62.105,72.448,442.47,82.726,19.27,0.91481,1.508,0.0
2026-05-01 01:16:00,687.179,686.293,700.326,62.363,68.003,441.643,82.688,19.407,0.85953,3.16,0.0
2026-05-01 01:17:00,687.086,686.181,700.33,62.515,69.028,442.373,82.725,19.143,0.884,1.542,0.0
2026-05-01 01:18:00,686.993,686.08,700.334,61.517,70.312,442.143,82.686,19.056,0.88709,3.108,0.0
2026-05-01 01:19:00,686.93,685.981,700.338,63.403,73.382,442.929,82.735,19.267,0.94492,2.038,0.0
2026-05-01 01:20:00,686.826,685.873,700.342,62.681,71.074,441.115,82.787,19.909,0.91118,2.972,0.0
2026-05-01 01:21:00,686.726,685.769,700.346,60.395,67.888,441.832,82.794,18.826,0.83312,2.966,0.0
2026-05-01 01:22:00,686.636,685.668,700.35,61.501,67.57,445.933,82.835,19.653,0.86093,1.666,0.0
2026-05-01 01:23:00,686.569,685.568,700.354,63.377,72.045,443.936,82.953,19.149,0.90465,2.279,0.0
2026-05-01 01:24:00,686.497,685.468,700.358,63.583,73.831,441.435,83.038,19.219,0.9275,2.191,0.0
2026-05-01 01:25:00,686.392,685.375,700.362,62.527,71.592,443.217,83.075,19.152,0.90798,1.339,0.0
2026-05-01 01:26:00,686.326,685.278,700.367,62.742,70.872,442.372,83.051,18.996,0.89207,2.694,0.0
2026-05-01 01:27:00,686.258,685.185,700.371,64.768,72.282,442.779,83.038,18.854,0.92036,1.334,0.0
2026-05-01 01:28:00,686.188,685.094,700.375,64.777,75.439,443.23,83.036,18.723,0.97124,1.171,0.0
2026-05-01 01:29:00,686.143,685.003,700.379,64.959,72.508,442.394,83.052,19.419,0.91572,1.205,0.0
2026-05-01 01:30:00,686.084,684.902,700.383,62.981,72.155,440.678,83.058,19.666,0.91832,1.044,0.0
2026-05-01 01:31:00,686.056,684.824,700.387,63.798,72.294,444.129,83.065,19.559,0.9208,1.706,0.0
2026-05-01 01:32:00,685.985,684.734,700.391,63.816,74.646,442.074,83.104,19.062,0.9203,2.387,0.0
2026-05-01 01:33:00,685.893,684.649,700.395,61.797,69.803,443.458,83.113,19.695,0.88618,1.984,0.0
2026-05-01 01:34:00,685.852,684.571,700.399,64.296,71.999,443.696,83.155,18.77,0.91327,2.34,0.0
2026-05-01 01:35:00,685.789,684.479,700.403,63.663,73.503,442.235,83.146,19.817,0.94722,1.198,0.0
2026-05-01 01:36:00,685.703,684.393,700.407,64.821,73.549,442.616,83.204,19.669,0.9384,1.746,0.0
2026-05-01 01:37:00,685.656,684.311,700.411,65.797,75.135,445.457,83.158,19.351,0.98501,2.097,0.0
2026-05-01 01:38:00,685.585,684.225,700.415,65.727,74.847,442.369,83.22,19.376,0.96308,2.416,0.0
2026-05-01 01:39:00,685.464,684.149,700.419,62.679,73.197,441.053,83.314,19.74,0.94153,2.345,0.0
2026-05-01 01:40:00,685.429,684.065,700.423,65.951,75.339,443.301,83.307,19.521,0.95851,2.969,0.0
2026-05-01 01:41:00,685.35,683.99,700.427,64.77,71.531,441.4,83.314,19.904,0.91853,1.442,0.0
2026-05-01 01:42:00,685.256,683.894,700.431,64.844,73.66,441.822,83.339,19.318,0.92773,1.169,0.0
2026-05-01 01:43:00,685.204,683.808,700.434,65.593,74.472,444.101,83.352,19.826,0.97541,3.298,0.0
2026-05-01 01:44:00,685.122,683.718,700.438,65.733,74.616,442.671,83.383,19.262,0.96399,3.013,0.0
2026-05-01 01:45:00,685.019,683.632,700.442,65.164,75.883,442.512,83.394,19.543,0.96116,2.822,0.0
2026-05-01 01:46:00,684.918,683.549,700.446,65.421,70.4,442.386,83.385,19.27,0.88688,0.408,0.0
2026-05-01 01:47:00,684.856,683.466,700.45,65.04,74.007,442.973,83.439,20.106,0.96227,0.639,0.0
2026-05-01 01:48:00,684.742,683.4,700.454,63.812,71.605,445.146,83.485,19.875,0.93032,1.494,0.0
2026-05-01 01:49:00,684.688,683.319,700.458,66.152,76.516,442.117,83.533,19.958,0.98075,1.859,0.0
2026-05-01 01:50:00,684.587,683.246,700.462,65.751,74.077,442.759,83.573,19.578,0.90712,1.232,0.0
2026-05-01 01:51:00,684.539,683.155,700.466,66.941,76.411,442.984,83.552,19.45,0.97869,1.529,0.0
2026-05-01 01:52:00,684.477,683.066,700.469,66.234,74.366,443.333,83.58,19.248,0.95182,2.138,0.0
2026-05-01 01:53:00,684.357,682.98,700.473,63.158,72.982,444.933,83.539,19.312,0.91369,0.71,0.0
2026-05-01 01:54:00,684.297,682.909,700.477,65.622,73.292,445.812,83.505,19.722,0.94553,1.99,0.0
2026-05-01 01:55:00,684.254,682.834,700.481,68.649,76.842,446.441,83.503,19.731,1.00919,2.078,0.0
2026-05-01 01:56:00,684.137,682.754,700.485,65.013,75.301,441.925,83.499,19.564,0.94681,0.678,0.0
2026-05-01 01:57:00,684.1,682.671,700.489,67.709,75.222,440.801,83.553,19.718,0.96793,3.464,0.0
2026-05-01 01:58:00,684.017,682.588,700.492,66.203,74.841,441.551,83.555,19.585,0.9502,3.673,0.0
2026-05-01 01:59:00,683.907,682.516,700.496,66.226,74.509,443.425,83.682,19.497,0.96067,2.396,0.0
2026-05-01 02:00:00,683.877,682.445,700.5,67.928,76.933,441.859,83.671,19.647,0.97344,2.065,0.0
2026-05-01 02:01:00,683.814,682.379,700.504,66.804,73.051,442.894,83.626,19.357,0.94117,1.608,0.0
2026-05-01 02:02:00,683.762,682.304,700.508,67.124,76.46,442.851,83.726,19.841,0.99887,2.166,0.0
2026-05-01 02:03:00,683.737,682.23,700.511,67.303,75.295,444.975,83.689,20.122,0.99215,1.233,0.0
2026-05-01 02:04:00,683.714,682.164,700.515,68.348,74.321,445.995,83.676,19.819,0.97287,1.504,0.0
2026-05-01 02:05:00,683.663,682.097,700.519,66.755,75.298,441.588,83.742,20.172,0.95814,1.756,0.0
2026-05-01 02:06:00,683.57,682.024,700.522,63.662,72.449,441.786,83.76,19.758,0.92774,1.746,0.0
2026-05-01 02:07:00,683.544,681.952,700.526,66.019,73.927,442.159,83.787,20.099,0.93394,0.623,0.0
2026-05-01 02:08:00,683.546,681.889,700.53,69.335,76.901,445.644,83.785,19.381,0.9887,1.888,0.0
2026-05-01 02:09:00,683.476,681.819,700.534,66.568,75.85,444.443,83.787,19.294,0.97969,3.221,0.0
2026-05-01 02:10:00,683.447,681.746,700.537,70.487,76.625,444.308,83.782,19.846,0.98797,3.601,0.0
2026-05-01 02:11:00,683.349,681.677,700.541,65.874,76.91,439.77,83.826,19.726,0.99809,1.486,0.0
2026-05-01 02:12:00,683.314,681.612,700.545,66.614,74.558,442.699,83.836,20.02,0.95348,3.003,0.0
2026-05-01 02:13:00,683.278,681.542,700.548,67.441,74.755,441.35,83.812,19.884,0.93812,1.507,0.0
2026-05-01 02:14:00,683.2,681.481,700.552,65.138,72.879,443.801,83.883,20.086,0.92497,0.77,0.0
2026-05-01 02:15:00,683.211,681.431,700.556,66.978,75.696,442.494,83.97,19.732,0.96713,0.638,0.0
2026-05-01 02:16:00,683.172,681.385,700.559,67.202,76.237,443.301,84.008,20.045,0.97978,2.793,0.0
2026-05-01 02:17:00,683.161,681.325,700.563,69.541,79.102,442.544,84.038,19.929,1.01776,2.765,0.0
2026-05-01 02:18:00,683.088,681.266,700.566,67.625,75.444,443.772,84.028,19.903,0.96706,0.631,0.0
2026-05-01 02:19:00,683.037,681.223,700.57,66.456,74.084,443.235,84.106,19.574,0.97042,1.56,0.0
2026-05-01 02:20:00,682.984,681.154,700.574,66.232,75.74,447.12,84.157,19.191,0.98692,2.282,0.0
2026-05-01 02:21:00,682.904,681.094,700.577,64.487,72.878,443.834,84.155,20.445,0.93432,2.078,0.0
2026-05-01 02:22:00,682.866,681.04,700.581,68.421,76.799,443.874,84.182,19.724,0.96627,2.082,0.0
2026-05-01 02:23:00,682.828,680.991,700.584,69.627,78.396,442.38,84.175,20.254,1.01887,1.716,0.0
2026-05-01 02:24:00,682.784,680.941,700.588,69.851,82.158,443.965,84.193,20.324,1.04943,1.601,0.0
2026-05-01 02:25:00,682.725,680.886,700.591,67.372,74.216,441.79,84.152,19.755,0.9278,2.456,0.0
2026-05-01 02:26:00,682.677,680.83,700.595,69.027,79.371,443.221,84.167,20.101,1.01251,1.283,0.0
2026-05-01 02:27:00,682.594,680.781,700.598,66.701,75.884,442.676,84.261,19.858,0.98219,1.921,0.0
2026-05-01 02:28:00,682.559,680.717,700.602,68.688,76.943,445.851,84.339,20.076,0.97071,1.852,0.0
2026-05-01 02:29:00,682.508,680.668,700.605,68.258,75.57,444.445,84.349,20.472,0.97983,0.722,0.0
2026-05-01 02:30:00,682.44,680.61,700.609,68.426,77.635,442.322,84.373,20.275,0.97414,3.742,0.0
2026-05-01 02:31:00,682.39,680.544,700.612,68.088,74.158,444.216,84.37,19.314,0.98749,3.244,0.0
2026-05-01 02:32:00,682.286,680.488,700.616,68.553,78.018,445.367,84.362,19.68,0.99642,3.413,0.0
2026-05-01 02:33:00,682.226,680.423,700.619,68.741,78.884,444.425,84.357,19.92,1.00035,2.587,0.0
2026-05-01 02:34:00,682.149,680.362,700.623,68.565,76.617,443.036,84.398,20.023,0.96591,1.783,0.0
2026-05-01 02:35:00,682.121,680.3,700.626,69.569,74.116,443.708,84.406,20.119,0.95987,2.948,0.0
2026-05-01 02:36:00,682.072,680.245,700.629,69.121,80.979,442.99,84.381,20.212,1.0205,1.27,0.0
2026-05-01 02:37:00,682.055,680.182,700.633,70.168,80.365,445.788,84.374,20.28,1.04857,1.108,0.0
2026-05-01 02:38:00,681.985,680.124,700.636,69.377,79.416,443.796,84.44,20.2,1.01957,2.088,0.0
2026-05-01 02:39:00,681.924,680.058,700.639,69.564,77.3,445.24,84.459,20.492,0.99387,3.242,0.0
2026-05-01 02:40:00,681.882,680.002,700.643,70.142,78.279,443.428,84.458,20.208,1.0092,1.799,0.0
2026-05-01 02:41:00,681.839,679.943,700.646,71.157,80.191,442.881,84.497,19.875,1.03901,3.685,0.0
2026-05-01 02:42:00,681.742,679.888,700.649,68.862,79.682,440.65,84.545,20.787,1.00622,3.311,0.0
2026-05-01 02:43:00,681.728,679.836,700.653,69.156,79.903,442.631,84.554,19.556,1.012,1.242,0.0
2026-05-01 02:44:00,681.648,679.77,700.656,67.877,78.122,444.685,84.554,19.544,1.02028,2.514,0.0
2026-05-01 02:45:00,681.643,679.718,700.659,71.466,77.894,445.349,84.627,20.014,1.01986,2.651,0.0
2026-05-01 02:46:00,681.608,679.664,700.663,72.328,76.462,444.789,84.581,20.271,0.96566,2.247,0.0
2026-05-01 02:47:00,681.567,679.6,700.666,70.536,80.437,444.216,84.613,20.021,1.05196,2.222,0.0
2026-05-01 02:48:00,681.571,679.55,700.669,69.289,80.014,443.074,84.643,20.35,1.0288,0.542,0.0
2026-05-01 02:49:00,681.545,679.505,700.672,71.305,77.177,440.796,84.652,20.031,0.96702,2.026,0.0
2026-05-01 02:50:00,681.494,679.463,700.676,70.775,78.261,444.493,84.707,19.542,0.96445,2.31,0.0
2026-05-01 02:51:00,681.505,679.407,700.679,71.132,80.293,441.129,84.759,19.948,1.01537,1.174,0.0
2026-05-01 02:52:00,681.466,679.36,700.682,68.787,77.582,445.289,84.811,20.598,0.98606,0.232,0.0
2026-05-01 02:53:00,681.384,679.314,700.685,67.791,72.257,443.473,84.827,19.648,0.9221,3.083,0.0
2026-05-01 02:54:00,681.352,679.271,700.688,70.151,77.583,444.855,84.867,20.736,0.98292,0.699,0.0
2026-05-01 02:55:00,681.333,679.225,700.692,71.026,78.144,444.481,84.884,20.034,1.00617,3.569,0.0
2026-05-01 02:56:00,681.3,679.186,700.695,70.42,80.964,442.095,84.914,19.814,1.0466,1.398,0.0
2026-05-01 02:57:00,681.237,679.146,700.698,69.078,74.418,442.229,84.996,20.497,0.93439,2.996,0.0
2026-05-01 02:58:00,681.235,679.098,700.701,69.038,76.912,441.25,85.042,20.235,0.95495,1.641,0.0
2026-05-01 02:59:00,681.208,679.061,700.704,69.842,78.86,446.185,85.008,20.269,1.02218,2.164,0.0
2026-05-01 03:00:00,681.161,679.027,700.707,68.711,77.175,445.851,85.042,20.878,1.00845,2.88,0.0
2026-05-01 03:01:00,681.166,678.983,700.71,72.054,77.502,447.192,85.084,20.495,0.97506,1.816,0.0
2026-05-01 03:02:00,681.113,678.951,700.713,71.119,77.125,442.315,85.13,20.557,0.98086,0.971,0.0
2026-05-01 03:03:00,681.047,678.911,700.716,70.885,80.866,442.372,85.143,20.222,1.03584,1.829,0.0
2026-05-01 03:04:00,681.019,678.867,700.719,71.342,79.112,443.813,85.133,20.088,1.0264,2.056,0.0
2026-05-01 03:05:00,680.958,678.833,700.722,69.9,77.143,441.761,85.222,20.752,0.9599,2.285,0.0
2026-05-01 03:06:00,680.908,678.797,700.725,71.521,79.639,445.638,85.228,20.537,0.99336,2.531,0.0
2026-05-01 03:07:00,680.887,678.76,700.728,72.709,82.041,444.073,85.352,20.692,1.06929,1.183,0.0
2026-05-01 03:08:00,680.837,678.724,700.731,73.935,81.666,444.934,85.398,20.338,1.04612,1.887,0.0
2026-05-01 03:09:00,680.741,678.685,700.734,69.284,77.959,442.218,85.425,20.034,0.99634,2.562,0.0
2026-05-01 03:10:00,680.704,678.642,700.737,70.873,78.733,442.567,85.385,20.373,0.99414,2.748,0.0
2026-05-01 03:11:00,680.681,678.6,700.74,71.934,78.679,443.714,85.355,20.094,0.9771,2.933,0.0
2026-05-01 03:12:00,680.626,678.537,700.743,70.383,80.052,440.107,85.314,20.932,1.02949,1.78,0.0
2026-05-01 03:13:00,680.56,678.499,700.746,68.91,76.707,444.239,85.316,20.677,0.98779,2.186,0.0
2026-05-01 03:14:00,680.538,678.444,700.749,71.131,80.369,446.072,85.276,20.791,1.05199,1.02,0.0
2026-05-01 03:15:00,680.492,678.403,700.752,71.272,79.637,442.295,85.309,20.863,1.00838,1.255,0.0
2026-05-01 03:16:00,680.458,678.357,700.755,70.825,79.462,443.518,85.301,20.891,1.01029,0.973,0.0
2026-05-01 03:17:00,680.393,678.311,700.758,70.924,77.016,444.592,85.299,20.637,0.97248,0.296,0.0
2026-05-01 03:18:00,680.38,678.273,700.76,73.136,78.265,442.294,85.285,20.393,0.99559,3.413,0.0
2026-05-01 03:19:00,680.327,678.229,700.763,71.613,82.064,442.098,85.246,20.944,1.04828,1.5,0.0
2026-05-01 03:20:00,680.293,678.19,700.766,71.812,81.753,444.296,85.291,20.454,1.0752,2.876,0.0
2026-05-01 03:21:00,680.278,678.149,700.769,73.025,78.619,445.541,85.342,20.45,1.02328,1.878,0.0
2026-05-01 03:22:00,680.249,678.102,700.772,72.924,81.589,444.503,85.295,21.236,1.03989,2.769,0.0
2026-05-01 03:23:00,680.23,678.059,700.774,72.358,81.224,445.798,85.282,20.203,1.04972,2.144,0.0
2026-05-01 03:24:00,680.21,678.016,700.777,73.842,83.252,443.62,85.297,20.73,1.05843,1.792,0.0
2026-05-01 03:25:00,680.163,677.979,700.78,70.958,79.314,444.232,85.371,21.379,1.02085,2.16,0.0
2026-05-01 03:26:00,680.189,677.948,700.783,74.426,82.596,444.655,85.336,20.866,1.05459,1.831,0.0
2026-05-01 03:27:00,680.151,677.915,700.785,72.442,78.53,443.456,85.359,20.921,1.01508,2.666,0.0
2026-05-01 03:28:00,680.105,677.877,700.788,71.259,79.403,445.283,85.436,20.748,1.00396,2.597,0.0
2026-05-01 03:29:00,680.103,677.853,700.791,72.793,78.675,440.605,85.45,20.566,0.98917,3.342,0.0
2026-05-01 03:30:00,680.06,677.825,700.793,71.81,82.661,444.541,85.45,20.594,1.07743,2.553,0.0
2026-05-01 03:31:00,680.066,677.792,700.796,73.207,82.035,442.354,85.468,21.008,1.04584,1.312,0.0
2026-05-01 03:32:00,680.049,677.764,700.799,73.266,81.535,442.55,85.428,21.026,1.05193,1.125,0.0
2026-05-01 03:33:00,680.094,677.73,700.801,75.659,82.747,441.504,85.345,20.889,1.04667,3.086,0.0
2026-05-01 03:34:00,680.068,677.71,700.804,73.132,81.823,441.89,85.365,20.778,1.03955,0.0,0.0
2026-05-01 03:35:00,680.061,677.684,700.806,71.898,77.934,442.377,85.343,20.962,1.00232,1.106,0.0
2026-05-01 03:36:00,680.019,677.654,700.809,73.857,82.579,445.29,85.386,21.301,1.07152,2.836,0.0
2026-05-01 03:37:00,679.963,677.604,700.812,72.273,80.634,442.413,85.386,20.414,1.03198,3.515,0.0
2026-05-01 03:38:00,679.941,677.573,700.814,71.373,79.182,442.852,85.436,20.778,0.99756,1.088,0.0
2026-05-01 03:39:00,679.961,677.557,700.817,75.878,86.516,443.738,85.473,20.717,1.10768,2.225,0.0
2026-05-01 03:40:00,679.921,677.519,700.819,74.577,82.532,443.728,85.523,21.737,1.0356,2.398,0.0
2026-05-01 03:41:00,679.882,677.497,700.822,72.422,80.864,444.511,85.583,21.673,1.0545,2.898,0.0
2026-05-01 03:42:00,671.434,677.471,700.824,73.562,78.074,443.262,85.578,21.132,1.00992,1.627,0.0
2026-05-01 03:43:00,679.821,677.447,700.827,72.477,79.973,444.514,85.603,20.968,1.022,2.282,0.0
2026-05-01 03:44:00,679.802,677.417,700.829,74.165,83.591,444.005,85.618,21.327,1.0611,1.382,0.0
2026-05-01 03:45:00,679.752,677.394,700.831,72.325,82.044,443.549,85.571,21.07,1.04242,1.954,0.0
2026-05-01 03:46:00,679.716,677.366,700.834,71.51,78.144,442.356,85.609,21.363,0.98405,1.19,0.0
2026-05-01 03:47:00,679.687,677.329,700.836,74.423,83.345,445.487,85.651,20.922,1.0665,3.443,0.0
2026-05-01 03:48:00,679.622,677.303,700.839,74.086,80.303,445.087,85.701,21.285,1.03197,3.213,0.0
2026-05-01 03:49:00,679.561,677.265,700.841,73.02,80.934,442.449,85.669,21.07,1.04498,1.223,0.0
2026-05-01 03:50:00,679.513,677.231,700.843,73.863,81.54,441.0,85.639,21.19,1.02854,4.846,0.0
2026-05-01 03:51:00,679.498,677.194,700.846,75.136,80.371,443.812,85.697,21.085,1.03917,1.072,0.0
2026-05-01 03:52:00,679.46,677.159,700.848,74.263,81.978,442.507,85.682,21.18,1.01481,1.363,0.0
2026-05-01 03:53:00,679.41,677.131,700.85,73.317,80.015,443.217,85.665,21.028,1.03658,2.33,0.0
2026-05-01 03:54:00,679.382,677.093,700.853,72.794,80.826,445.802,85.652,21.1,1.00972,0.966,0.0
2026-05-01 03:55:00,679.351,677.057,700.855,73.879,82.466,443.555,85.651,20.978,1.06185,3.395,0.0
2026-05-01 03:56:00,679.328,677.012,700.857,74.968,82.551,445.544,85.645,20.759,1.06249,2.085,0.0
2026-05-01 03:57:00,679.263,676.982,700.859,72.201,81.001,441.554,85.679,20.95,1.02957,3.658,0.0
